User_ID,Age_Encoded,Gender_Encoded,Marital_Status_Encoded,Stay_In_Current_City_Years_Encoded,Cantidad_Compras,Gasto_Promedio,City_Category_A,City_Category_B,City_Category_C,Product_Category_prop_1,Product_Category_prop_2,Product_Category_prop_3,Product_Category_prop_4,Product_Category_prop_5,Product_Category_prop_6,Product_Category_prop_7,Product_Category_prop_8,Product_Category_prop_9,Product_Category_prop_10,Product_Category_prop_11,Product_Category_prop_12,Product_Category_prop_13,Product_Category_prop_14,Product_Category_prop_15,Product_Category_prop_16,Product_Category_prop_17,Product_Category_prop_18,Product_Category_prop_19,Product_Category_prop_20,Product_Subcategory_1_prop_3.0,Product_Subcategory_1_prop_4.0,Product_Subcategory_1_prop_5.0,Product_Subcategory_1_prop_6.0,Product_Subcategory_1_prop_7.0,Product_Subcategory_1_prop_8.0,Product_Subcategory_1_prop_9.0,Product_Subcategory_1_prop_10.0,Product_Subcategory_1_prop_11.0,Product_Subcategory_1_prop_12.0,Product_Subcategory_1_prop_13.0,Product_Subcategory_1_prop_14.0,Product_Subcategory_1_prop_15.0,Product_Subcategory_1_prop_16.0,Product_Subcategory_1_prop_18.0,Product_Subcategory_1_prop_20.0,Product_Subcategory_1_prop_21.0,Product_Subcategory_1_prop_22.0,Product_Subcategory_1_prop_24.0,Product_Subcategory_1_prop_25.0,Product_Subcategory_1_prop_26.0,Product_Subcategory_1_prop_27.0,Product_Subcategory_1_prop_28.0,Product_Subcategory_1_prop_30.0,Product_Subcategory_1_prop_32.0,Product_Subcategory_1_prop_33.0,Product_Subcategory_1_prop_35.0,Product_Subcategory_1_prop_36.0,Product_Subcategory_1_prop_39.0,Product_Subcategory_1_prop_40.0,Product_Subcategory_1_prop_42.0,Product_Subcategory_1_prop_44.0,Product_Subcategory_1_prop_45.0,Product_Subcategory_2_prop_0,Product_Subcategory_2_prop_5,Product_Subcategory_2_prop_6,Product_Subcategory_2_prop_7,Product_Subcategory_2_prop_8,Product_Subcategory_2_prop_9,Product_Subcategory_2_prop_10,Product_Subcategory_2_prop_11,Product_Subcategory_2_prop_12,Product_Subcategory_2_prop_13,Product_Subcategory_2_prop_14,Product_Subcategory_2_prop_15,Product_Subcategory_2_prop_16,Product_Subcategory_2_prop_17,Product_Subcategory_2_prop_18,Product_Subcategory_2_prop_19,Product_Subcategory_2_prop_20,Productos_Distintos,Categorias_Distintas,Tasa_Recompra,Concentracion_Categorias_HHI
1000035,1,1,0,1,13,1912.923076923077,1,0,0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,13,6,0.0,0.242603550295858
1000044,3,1,1,4,43,14326.53488372093,1,0,0,0.023255813953488372,0.0,0.11627906976744186,0.023255813953488372,0.0,0.0,0.11627906976744186,0.06976744186046512,0.06976744186046512,0.0,0.023255813953488372,0.023255813953488372,0.09302325581395349,0.0,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.13953488372093023,0.06976744186046512,0.11627906976744186,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.11538461538461539,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.0,0.11538461538461539,0.07692307692307693,0.0,0.6511627906976745,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.0,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.0,0.0,43,15,0.0,0.09031909140075717
1000070,4,1,1,4,42,4120.809523809524,0,1,0,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.11904761904761904,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.0,0.09523809523809523,0.07142857142857142,0.14285714285714285,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.10714285714285714,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.03571428571428571,0.6428571428571429,0.023809523809523808,0.0,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.047619047619047616,0.07142857142857142,0.023809523809523808,42,16,0.0,0.08503401360544216
1000087,6,0,1,4,41,11228.219512195123,0,0,1,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.0,0.04878048780487805,0.07317073170731707,0.04878048780487805,0.12195121951219512,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.0,0.0,0.04878048780487805,0.024390243902439025,0.12195121951219512,0.1951219512195122,0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.08,0.04,0.04,0.04,0.0,0.04,0.08,0.12,0.04,0.0,0.0,0.0,0.12,0.04,0.08,0.04,0.0,0.0,0.6341463414634146,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0975609756097561,0.024390243902439025,0.0,0.04878048780487805,0.024390243902439025,0.0,0.024390243902439025,0.024390243902439025,0.0,0.0,0.024390243902439025,0.0,40,17,0.024390243902439046,0.09458655562165377
1000115,4,0,1,2,17,4673.882352941177,0,0,1,0.0,0.0,0.17647058823529413,0.17647058823529413,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.5882352941176471,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,17,8,0.0,0.14878892733564014
1000127,5,0,1,1,16,1764.0625,0,0,1,0.0625,0.0,0.0,0.0625,0.125,0.0,0.0,0.0,0.0,0.1875,0.0625,0.0,0.0625,0.0,0.0,0.1875,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,16,8,0.0,0.1640625
1000134,6,0,1,3,49,5405.448979591837,0,0,1,0.02040816326530612,0.08163265306122448,0.10204081632653061,0.0,0.02040816326530612,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.08163265306122448,0.061224489795918366,0.10204081632653061,0.16326530612244897,0.02040816326530612,0.0,0.04081632653061224,0.02040816326530612,0.10204081632653061,0.0,0.02040816326530612,0.0,0.0,0.0,0.047619047619047616,0.023809523809523808,0.0,0.0,0.023809523809523808,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.07142857142857142,0.11904761904761904,0.0,0.09523809523809523,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.6530612244897959,0.02040816326530612,0.02040816326530612,0.0,0.04081632653061224,0.0,0.10204081632653061,0.02040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0,0.0,0.02040816326530612,0.04081632653061224,49,16,0.0,0.08788004997917535
1000135,3,1,1,4,36,13646.277777777777,1,0,0,0.05555555555555555,0.0,0.25,0.027777777777777776,0.0,0.0,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.05555555555555555,0.16666666666666666,0.027777777777777776,0.027777777777777776,0.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.1724137931034483,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.0,0.034482758620689655,0.0,0.034482758620689655,0.06896551724137931,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.06896551724137931,0.10344827586206896,0.0,0.7222222222222222,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,36,14,0.0,0.125
1000142,1,1,0,2,13,3081.4615384615386,1,0,0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.38461538461538464,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,13,8,0.0,0.13609467455621305
1000149,5,0,1,2,17,5928.529411764706,0,0,1,0.0,0.058823529411764705,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.5882352941176471,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.0,17,10,0.0,0.12802768166089964
